订单编号,单据编号,单据类型,商品编号,商户订单号,商品名称,费用发生时间,费用计费时间,费用结算时间,费用项,金额,币种,商家应收/应付,钱包结算备注,店铺号,京东门店编号,品牌门店编号,门店名称,备注,收支方向,账单日期,商品数量
="3446486015675414",="50700126032719276151978907",订单,="10206003659802",="202603280000011463290270031","天旗无油防爆空压机 活动款 工业型无油空气压缩机静音可移动气泵 800KW 【YPHB-0.8(WY)YSTQ】",2026-03-23 07:53:10,2026-03-27 09:07:22,2026-03-28 12:03:05,商品保险服务费,-7.79,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD50133446486015675414,支出,20260327,0
="3445211006924200",="10100126032719294087456907",订单,="10163132090715",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-22 21:22:48,2026-03-28 12:03:05,佣金,-77.52,CNY,应付,2026年3月27日商家结算款,21796493,,,,,支出,20260327,1
="3447496016028212",="50700126032719287679415707",订单,="10165261432032",="202603280000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 无线防爆吸尘器",2026-03-24 15:17:48,2026-03-27 15:21:01,2026-03-28 12:03:05,商品保险服务费,-2.37,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60963447496016028212,支出,20260327,0
="3447496016028212",="10100126032719287803034707",订单,="10165261432032",="202603280000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 无线防爆吸尘器",2026-03-24 15:17:48,2026-03-24 15:22:31,2026-03-28 12:03:05,交易服务费,-5.85,CNY,应付,2026年3月27日商家结算款,21796493,,,,,支出,20260327,1
="3445211006924200",="50700126032719293834651207",订单,="10163132090715",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-27 19:08:18,2026-03-28 12:03:05,商品保险服务费,-2.42,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60963445211006924200,支出,20260327,0
="3448498016358005",="50700126032719275769570607",非销售单,="10163132090712",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-25 18:41:22,2026-03-27 08:41:28,2026-03-28 12:03:05,运费保险服务费,-1.81,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD59993448498016358005,支出,20260327,0
="3448413007718661",="50700126032719276025538607",非销售单,="10162520317131",="202603280000011463290270031","天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机 4.0A/20V【俩电标配】",2026-03-25 15:31:35,2026-03-27 08:59:35,2026-03-28 12:03:05,运费保险服务费,-0.30,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60773448413007718661,支出,20260327,0
="3447417010491881",="50700126032719276045350407",非销售单,="10209193916962",="202603280000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-24 12:38:03,2026-03-27 09:01:05,2026-03-28 12:03:05,运费保险服务费,-1.15,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60773447417010491881,支出,20260327,0
="3448216006930870",="50700126032719277337802307",订单,="10209193916961",="202603280000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-25 10:01:10,2026-03-27 10:17:53,2026-03-28 12:03:05,商品保险服务费,-4.74,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD50133448216006930870,支出,20260327,0
="3446486015675414",="50700126032719276150794307",非销售单,="10206003659802",="202603280000011463290270031","天旗无油防爆空压机 活动款 工业型无油空气压缩机静音可移动气泵 800KW 【YPHB-0.8(WY)YSTQ】",2026-03-23 07:53:10,2026-03-27 09:07:23,2026-03-28 12:03:05,运费保险服务费,-0.83,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD59993446486015675414,支出,20260327,0
="3446486015675414",="50700126032719276152079307",非销售单,="10206003659802",="202603280000011463290270031","天旗无油防爆空压机 活动款 工业型无油空气压缩机静音可移动气泵 800KW 【YPHB-0.8(WY)YSTQ】",2026-03-23 07:53:10,2026-03-27 09:07:22,2026-03-28 12:03:05,运费保险服务费,-0.53,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60773446486015675414,支出,20260327,0
="3445211006924200",="10100126032719294087457007",订单,="10163132090715",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-22 21:22:48,2026-03-28 12:03:05,交易服务费,-5.81,CNY,应付,2026年3月27日商家结算款,21796493,,,,,支出,20260327,1
="3448498016358005",="50700126032719275778122107",非销售单,="10163132090712",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-25 18:41:22,2026-03-27 08:41:28,2026-03-28 12:03:05,运费保险服务费,-0.75,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60773448498016358005,支出,20260327,0
="3448216006930870",="50700126032719277335714407",非销售单,="10209193916961",="202603280000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-25 10:01:10,2026-03-27 10:17:52,2026-03-28 12:03:05,运费保险服务费,-0.20,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD60773448216006930870,支出,20260327,0
="3447496016028212",="10100126032719287803034607",订单,="10165261432032",="202603280000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 无线防爆吸尘器",2026-03-24 15:17:48,2026-03-24 15:22:31,2026-03-28 12:03:05,佣金,-48.72,CNY,应付,2026年3月27日商家结算款,21796493,,,,,支出,20260327,1
="3448498016358005",="50700126032719275781406107",订单,="10163132090712",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-25 18:41:22,2026-03-27 08:41:29,2026-03-28 12:03:05,商品保险服务费,-2.56,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD50133448498016358005,支出,20260327,0
="3445211006924200",="10100126032719294087456807",订单,="10163132090715",="202603280000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-22 21:18:00,2026-03-22 21:22:48,2026-03-28 12:03:05,货款,969.00,CNY,应收,2026年3月27日商家结算款,21796493,,,,,收入,20260327,1
="3447496016028212",="10100126032719287803034507",订单,="10165261432032",="202603280000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 无线防爆吸尘器",2026-03-24 15:17:48,2026-03-24 15:22:31,2026-03-28 12:03:05,货款,974.50,CNY,应收,2026年3月27日商家结算款,21796493,,,,,收入,20260327,1
="3447417010491881",="50700126032719276055385207",订单,="10209193916962",="202603280000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-24 12:38:03,2026-03-27 09:01:04,2026-03-28 12:03:05,商品保险服务费,-13.04,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD50133447417010491881,支出,20260327,0
="3446486015675414",="10100126032719276222944507",订单,="0",="202603280000011463290270031",,2026-03-23 07:53:10,2026-03-27 09:12:27,2026-03-28 12:03:05,综合违约金,-6.00,CNY,应付,2026年3月27日商家结算款,21796493,,,,,支出,20260327,0
="3448216006930870",="50700126032719277334226307",非销售单,="10209193916961",="202603280000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-25 10:01:10,2026-03-27 10:17:53,2026-03-28 12:03:05,运费保险服务费,-1.12,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD59993448216006930870,支出,20260327,0
="3447461019609465",="50700126032719277409481707",订单,="10165000894208",="202603280000011463290270031","补差价链接",2026-03-24 17:53:47,2026-03-27 10:21:28,2026-03-28 12:03:05,商品保险服务费,-0.18,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD50133447461019609465,支出,20260327,0
="3448413007718661",="50700126032719276023051507",订单,="10162520317131",="202603280000011463290270031","天旗防爆角磨机磨光机手砂轮无刷锂电切割抛光机电动多功能打磨机 4.0A/20V【俩电标配】",2026-03-25 15:31:35,2026-03-27 08:59:36,2026-03-28 12:03:05,商品保险服务费,-2.58,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD50133448413007718661,支出,20260327,0
="3447417010491881",="50700126032719276050113407",非销售单,="10209193916962",="202603280000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-24 12:38:03,2026-03-27 09:01:05,2026-03-28 12:03:05,运费保险服务费,-1.61,CNY,应付,2026年3月27日商家结算款,21796493,,,,JD59993447417010491881,支出,20260327,0
="3449464010230530",="50700126032819302902485107",订单,="10163132090712",="202603290000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-26 21:36:39,2026-03-28 09:36:27,2026-03-29 08:23:09,商品保险服务费,-2.63,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD50133449464010230530,支出,20260328,0
="3446461019289658",="10100126032819314139800407",订单,="10165000894208",="202603290000011463290270031","补差价链接",2026-03-23 15:11:44,2026-03-23 15:14:54,2026-03-29 08:23:09,交易服务费,-0.36,CNY,应付,2026年3月28日商家结算款,21796493,,,,,支出,20260328,1
="3451481002116898",="50700126032819302562671407",订单,="10163132090712",="202603290000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-28 09:17:33,2026-03-28 09:17:49,2026-03-29 08:23:09,商品保险服务费,-7.65,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD19314847416625993451481002116898,支出,20260328,0
="3449464010230530",="50700126032819302891849607",非销售单,="10163132090712",="202603290000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-26 21:36:39,2026-03-28 09:36:27,2026-03-29 08:23:09,运费保险服务费,-0.36,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD60773449464010230530,支出,20260328,0
="3446461019289658",="10100126032819314139800307",订单,="10165000894208",="202603290000011463290270031","补差价链接",2026-03-23 15:11:44,2026-03-23 15:14:54,2026-03-29 08:23:09,佣金,-0.60,CNY,应付,2026年3月28日商家结算款,21796493,,,,,支出,20260328,1
="3446461019289658",="10100126032819314139800207",订单,="10165000894208",="202603290000011463290270031","补差价链接",2026-03-23 15:11:44,2026-03-23 15:14:54,2026-03-29 08:23:09,货款,60.00,CNY,应收,2026年3月28日商家结算款,21796493,,,,,收入,20260328,1
="3450470018992900",="50700126032819303004421607",非销售单,="10162527911099",="202603290000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【俩电标配】",2026-03-27 13:08:08,2026-03-28 09:42:20,2026-03-29 08:23:09,运费保险服务费,-0.66,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD60773450470018992900,支出,20260328,0
="3450470018992900",="50700126032819303000748407",订单,="10162527911099",="202603290000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【俩电标配】",2026-03-27 13:08:08,2026-03-28 09:42:20,2026-03-29 08:23:09,商品保险服务费,-0.92,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD50333450470018992900,支出,20260328,0
="3450470018992900",="50700126032819303003522307",订单,="10162527911099",="202603290000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【俩电标配】",2026-03-27 13:08:08,2026-03-28 09:42:20,2026-03-29 08:23:09,商品保险服务费,-2.94,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD50133450470018992900,支出,20260328,0
="3450470018992900",="50700126032819303005611307",非销售单,="10162527911099",="202603290000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【俩电标配】",2026-03-27 13:08:08,2026-03-28 09:42:19,2026-03-29 08:23:09,运费保险服务费,-1.59,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD59993450470018992900,支出,20260328,0
="3449464010230530",="50700126032819302892142407",非销售单,="10163132090712",="202603290000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-26 21:36:39,2026-03-28 09:36:26,2026-03-29 08:23:09,运费保险服务费,-0.77,CNY,应付,2026年3月28日商家结算款,21796493,,,,JD59993449464010230530,支出,20260328,0
="3452250006561791",="50700126032919329759668007",订单,="10179244273657",="202603300000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 带冲击【两电标配】",2026-03-29 09:01:48,2026-03-29 09:06:47,2026-03-30 12:05:31,商品保险服务费,-2.37,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD19314847416625993452250006561791,支出,20260329,0
="3452250011043188",="50700126032919331440274707",订单,="10176597499228",="202603300000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N.M 4.0A/21V【俩电标配】",2026-03-29 10:32:39,2026-03-29 10:32:54,2026-03-30 12:05:31,商品保险服务费,-3.43,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD19314847416625993452250011043188,支出,20260329,0
="3447472018167748",="10100126032919337537512107",订单,="10209193916961",="202603300000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-24 09:23:57,2026-03-24 09:27:26,2026-03-30 12:05:31,货款,949.00,CNY,应收,2026年3月29日商家结算款,21796493,,,,,收入,20260329,1
="3452468006535166",="50700126032919339577119207",订单,="10163132090715",="202603300000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-29 13:13:19,2026-03-29 13:44:22,2026-03-30 12:05:31,商品保险服务费,-4.15,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD19314847416625993452468006535166,支出,20260329,0
="3451481002116898",="50700126032919331878554307",订单,="10163132090712",="202603300000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-28 09:17:33,2026-03-29 10:49:59,2026-03-30 12:05:31,商品保险服务费,-10.83,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD50133451481002116898,支出,20260329,0
="3452250006561791",="10100126032919330999691907",订单,="10179244273657",="202603300000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 带冲击【两电标配】",2026-03-29 09:01:48,2026-03-29 09:09:37,2026-03-30 12:05:31,交易服务费,-6.81,CNY,应付,2026年3月29日商家结算款,21796493,,,,,支出,20260329,1
="3451481002116898",="50700126032919331883130607",非销售单,="10163132090712",="202603300000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-28 09:17:33,2026-03-29 10:49:59,2026-03-30 12:05:31,运费保险服务费,-2.37,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD59993451481002116898,支出,20260329,0
="3451481002116898",="50700126032919331883826407",非销售单,="10163132090712",="202603300000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-28 09:17:33,2026-03-29 10:50:02,2026-03-30 12:05:31,运费保险服务费,-0.90,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD60773451481002116898,支出,20260329,0
="3447472018167748",="10100126032919337537512407",订单,="10209193916961",="202603300000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-24 09:23:57,2026-03-24 09:27:26,2026-03-30 12:05:31,交易服务费,-5.69,CNY,应付,2026年3月29日商家结算款,21796493,,,,,支出,20260329,1
="3447472018167748",="10100126032919337537512207",订单,="10209193916961",="202603300000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-24 09:23:57,2026-03-24 09:27:26,2026-03-30 12:05:31,佣金,-23.72,CNY,应付,2026年3月29日商家结算款,21796493,,,,,支出,20260329,1
="3452289017239055",="50700126032919337471143707",订单,="10163132090712",="202603300000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-29 12:29:00,2026-03-29 12:56:57,2026-03-30 12:05:31,商品保险服务费,-1.87,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD19314847416625993452289017239055,支出,20260329,0
="3447472018167748",="50700126032919337890245207",订单,="10209193916961",="202603300000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-24 09:23:57,2026-03-29 13:06:04,2026-03-30 12:05:31,商品保险服务费,-5.69,CNY,应付,2026年3月29日商家结算款,21796493,,,,JD60963447472018167748,支出,20260329,0
="3452468006535166",="50700126033019371492064607",订单,="10163132090715",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-29 13:13:19,2026-03-30 16:24:48,2026-03-31 12:25:57,商品保险服务费,-5.87,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD50133452468006535166,支出,20260330,0
="3452468006535166",="50700126033019371496942307",非销售单,="10163132090715",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-29 13:13:19,2026-03-30 16:24:48,2026-03-31 12:25:57,运费保险服务费,-0.94,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD60773452468006535166,支出,20260330,0
="3453484002924944",="50700126033019371538364807",订单,="10163132090713",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-30 13:05:20,2026-03-30 16:27:01,2026-03-31 12:25:57,商品保险服务费,-2.79,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD50133453484002924944,支出,20260330,0
="3443405011036786",="10100126033019379638848807",订单,="10165000894208",="202603310000011463290270031","补差价链接",2026-03-20 09:29:49,2026-03-20 09:33:06,2026-03-31 12:25:57,佣金,-2.55,CNY,应付,2026年3月30日商家结算款,21796493,,,,,支出,20260330,1
="3447417010491881",="50700126033019371128434007",订单,="10209193916962",="202603310000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-24 12:38:03,2026-03-30 16:06:16,2026-03-31 12:25:57,商品保险服务费,-15.65,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD60963447417010491881,支出,20260330,0
="3452290002518891",="50700126033019371525584707",订单,="10162527911098",="202603310000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【一电标配】",2026-03-29 14:29:01,2026-03-30 16:25:45,2026-03-31 12:25:57,商品保险服务费,-2.64,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD50133452290002518891,支出,20260330,0
="3452289017239055",="50700126033019371490038207",非销售单,="10163132090712",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-29 12:29:00,2026-03-30 16:24:25,2026-03-31 12:25:57,运费保险服务费,-0.72,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD60773452289017239055,支出,20260330,0
="3447417010491881",="10100126033019371272508507",订单,="10209193916962",="202603310000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-24 12:38:03,2026-03-24 12:49:00,2026-03-31 12:25:57,交易服务费,-15.65,CNY,应付,2026年3月30日商家结算款,21796493,,,,,支出,20260330,1
="3453460011324445",="50700126033019374991047007",订单,="10163132090713",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-30 18:27:21,2026-03-30 18:27:47,2026-03-31 12:25:57,商品保险服务费,-1.99,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD19314847416625993453460011324445,支出,20260330,0
="3453484002924944",="50700126033019371539953907",非销售单,="10163132090713",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-30 13:05:20,2026-03-30 16:27:00,2026-03-31 12:25:57,运费保险服务费,-3.37,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD60773453484002924944,支出,20260330,0
="3447417010491881",="32100126033019371153656807",非销售单,="10209193916962",="202603310000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-30 16:07:16,2026-03-30 16:07:36,2026-03-31 12:25:57,随单送的京豆,-1.30,CNY,应付,2026年3月30日商家结算款,21796493,,,,,支出,20260330,0
="3453484002924944",="50700126033019367903371807",订单,="10163132090713",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-30 13:05:20,2026-03-30 13:50:39,2026-03-31 12:25:57,商品保险服务费,-1.97,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD19314847416625993453484002924944,支出,20260330,0
="3453210009193065",="50700126033019357432546307",订单,="10163132090715",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-30 08:07:02,2026-03-30 08:09:37,2026-03-31 12:25:57,商品保险服务费,-2.06,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD19314847416625993453210009193065,支出,20260330,0
="3443405011036786",="10100126033019379638848607",订单,="10165000894208",="202603310000011463290270031","补差价链接",2026-03-20 09:29:49,2026-03-20 09:33:06,2026-03-31 12:25:57,货款,255.00,CNY,应收,2026年3月30日商家结算款,21796493,,,,,收入,20260330,1
="3452290002518891",="50700126033019371514946307",非销售单,="10162527911098",="202603310000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【一电标配】",2026-03-29 14:29:01,2026-03-30 16:25:44,2026-03-31 12:25:57,运费保险服务费,-2.72,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD60773452290002518891,支出,20260330,0
="3453484002924944",="50700126033019371538360907",非销售单,="10163132090713",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-30 13:05:20,2026-03-30 16:27:00,2026-03-31 12:25:57,运费保险服务费,-0.85,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD59993453484002924944,支出,20260330,0
="3453484002924944",="50700126033019371552376407",订单,="10163132090713",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-30 13:05:20,2026-03-30 16:27:01,2026-03-31 12:25:57,商品保险服务费,-0.92,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD50333453484002924944,支出,20260330,0
="3453423011447285",="50700126033019372377776607",订单,="10179244273655",="202603310000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电标配】",2026-03-30 17:01:23,2026-03-30 17:03:41,2026-03-31 12:25:57,商品保险服务费,-2.27,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD19314847416625993453423011447285,支出,20260330,0
="3447417010491881",="10100126033019371272508307",订单,="10209193916962",="202603310000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000- TQ【升级款】",2026-03-24 12:38:03,2026-03-24 12:49:00,2026-03-31 12:25:57,货款,2609.00,CNY,应收,2026年3月30日商家结算款,21796493,,,,,收入,20260330,1
="3452290002518891",="50700126033019371517630107",非销售单,="10162527911098",="202603310000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 4.0A/20V【一电标配】",2026-03-29 14:29:01,2026-03-30 16:25:45,2026-03-31 12:25:57,运费保险服务费,-1.50,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD59993452290002518891,支出,20260330,0
="3453469006851240",="50700126033019361042939507",订单,="10180277048947",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 900N.M 7.5A/21V【俩电标配】",2026-03-30 11:08:57,2026-03-30 11:18:51,2026-03-31 12:25:57,商品保险服务费,-5.68,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD19314847416625993453469006851240,支出,20260330,0
="3452289017239055",="50700126033019371481572607",订单,="10163132090712",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-29 12:29:00,2026-03-30 16:24:24,2026-03-31 12:25:57,商品保险服务费,-2.64,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD50133452289017239055,支出,20260330,0
="3447496016028212",="32100126033019362204708807",非销售单,="10165261432032",="202603310000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 无线防爆吸尘器",2026-03-27 15:22:01,2026-03-30 11:43:36,2026-03-31 12:25:57,随单送的京豆,-0.94,CNY,应付,2026年3月30日商家结算款,21796493,,,,,支出,20260330,0
="3452289017239055",="50700126033019371493605407",非销售单,="10163132090712",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-29 12:29:00,2026-03-30 16:24:25,2026-03-31 12:25:57,运费保险服务费,-0.77,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD59993452289017239055,支出,20260330,0
="3452468006535166",="50700126033019371495550307",非销售单,="10163132090715",="202603310000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N.M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-29 13:13:19,2026-03-30 16:24:48,2026-03-31 12:25:57,运费保险服务费,-1.92,CNY,应付,2026年3月30日商家结算款,21796493,,,,JD59993452468006535166,支出,20260330,0
